# amplicon position	effect
118	1.185127807900852126e+01
119	8.210689388071262584e+00
120	6.695929081676564643e+00
121	4.922970995782769421e+00
122	4.458214992684395916e+00
123	4.208623805835269849e+00
124	3.993458989586022856e+00
125	3.812720543936655382e+00
126	3.657801876237197547e+00
127	3.451243652637920434e+00
128	3.296324984938463043e+00
129	3.227472243738704005e+00
130	3.150012909888975088e+00
131	2.995094242189517253e+00
132	2.926241500989758215e+00
133	2.883208537739908817e+00
134	2.788536018590240140e+00
135	2.779929425940270260e+00
136	2.564764609691023267e+00
137	2.504518461141234109e+00
138	2.409845941991565432e+00
139	2.401239349341595553e+00
140	2.254927274292107597e+00
141	2.237714088992167838e+00
142	2.237714088992167838e+00
143	2.211894311042258199e+00
144	2.160254755142438921e+00
145	2.151648162492469041e+00
146	2.082795421292710003e+00
147	2.074188828642740123e+00
148	2.074188828642740123e+00
149	1.790171271193734315e+00
150	1.781564678543764435e+00
151	1.669678974094156221e+00
152	1.626646010844306822e+00
153	1.575006454944487544e+00
154	1.549186676994577905e+00
155	1.549186676994577905e+00
156	1.549186676994577905e+00
157	1.514760306394698386e+00
158	1.480333935794818867e+00
159	1.480333935794818867e+00
160	1.480333935794818867e+00
161	1.471727343144848987e+00
162	1.471727343144848987e+00
163	1.471727343144848987e+00
164	1.368448231345210431e+00
165	1.368448231345210431e+00
166	1.351235046045270671e+00
167	1.351235046045270671e+00
168	1.351235046045270671e+00
169	1.351235046045270671e+00
170	1.325415268095361032e+00
171	1.127463637146053799e+00
172	1.084430673896204400e+00
173	1.084430673896204400e+00
174	1.084430673896204400e+00
175	1.084430673896204400e+00
176	1.084430673896204400e+00
177	1.084430673896204400e+00
178	9.209054135467767965e-01
179	9.209054135467767965e-01
180	8.176263017471383510e-01
181	7.057405972975299147e-01
182	7.057405972975299147e-01
183	6.541010413977106364e-01
184	6.541010413977106364e-01
185	5.508219295980720798e-01
186	5.508219295980720798e-01
187	4.475428177984335787e-01
188	4.475428177984335787e-01
189	4.045098545485842356e-01
190	3.614768912987348370e-01
191	3.614768912987348370e-01
192	3.614768912987348370e-01
193	2.926241500989757993e-01
194	2.926241500989757993e-01
195	2.668043721490661602e-01
196	2.151648162492469096e-01
197	2.151648162492469096e-01
198	2.151648162492469096e-01
199	2.151648162492469096e-01
200	1.549186676994577794e-01
201	1.549186676994577794e-01
202	1.549186676994577794e-01
203	1.549186676994577794e-01
204	1.549186676994577794e-01
205	1.290988897495481402e-01
206	1.290988897495481402e-01
207	1.118857044496083947e-01
208	6.024614854978913719e-02
209	6.024614854978913719e-02
210	6.024614854978913719e-02
211	0.000000000000000000e+00
212	0.000000000000000000e+00
213	0.000000000000000000e+00
214	0.000000000000000000e+00
215	0.000000000000000000e+00
216	0.000000000000000000e+00
217	0.000000000000000000e+00
218	0.000000000000000000e+00
219	0.000000000000000000e+00
220	0.000000000000000000e+00
221	0.000000000000000000e+00
222	0.000000000000000000e+00
223	0.000000000000000000e+00
224	0.000000000000000000e+00
225	0.000000000000000000e+00
226	0.000000000000000000e+00
227	0.000000000000000000e+00
228	0.000000000000000000e+00
229	0.000000000000000000e+00
230	0.000000000000000000e+00
231	0.000000000000000000e+00
232	0.000000000000000000e+00
233	0.000000000000000000e+00
234	0.000000000000000000e+00
235	0.000000000000000000e+00
236	0.000000000000000000e+00
237	0.000000000000000000e+00
238	0.000000000000000000e+00
239	0.000000000000000000e+00
240	0.000000000000000000e+00
241	0.000000000000000000e+00
242	0.000000000000000000e+00
243	0.000000000000000000e+00
244	0.000000000000000000e+00
245	0.000000000000000000e+00
246	0.000000000000000000e+00
247	0.000000000000000000e+00
248	0.000000000000000000e+00
249	0.000000000000000000e+00
250	0.000000000000000000e+00
251	0.000000000000000000e+00
252	0.000000000000000000e+00
253	0.000000000000000000e+00
254	0.000000000000000000e+00
255	0.000000000000000000e+00
256	0.000000000000000000e+00
257	0.000000000000000000e+00
258	0.000000000000000000e+00
259	0.000000000000000000e+00
260	0.000000000000000000e+00
261	0.000000000000000000e+00
262	0.000000000000000000e+00
263	0.000000000000000000e+00
264	0.000000000000000000e+00
265	0.000000000000000000e+00
