# amplicon position	effect
118	8.194980694980694480e+00
119	5.849420849420849500e+00
120	4.806949806949806892e+00
121	3.416988416988417043e+00
122	3.117760617760617858e+00
123	2.963320463320463283e+00
124	2.866795366795366728e+00
125	2.741312741312741164e+00
126	2.702702702702702631e+00
127	2.509652509652509522e+00
128	2.364864864864864913e+00
129	2.306949806949806892e+00
130	2.258687258687258836e+00
131	2.200772200772200815e+00
132	2.133204633204633272e+00
133	2.133204633204633272e+00
134	2.065637065637065728e+00
135	2.055984555984556206e+00
136	1.814671814671814598e+00
137	1.766409266409266321e+00
138	1.737451737451737532e+00
139	1.689189189189189255e+00
140	1.640926640926640978e+00
141	1.611969111969111967e+00
142	1.544401544401544424e+00
143	1.525096525096525157e+00
144	1.505791505791505891e+00
145	1.496138996138996147e+00
146	1.447876447876447870e+00
147	1.447876447876447870e+00
148	1.399613899613899592e+00
149	1.216216216216216228e+00
150	1.216216216216216228e+00
151	1.158301158301158207e+00
152	1.148648648648648685e+00
153	1.148648648648648685e+00
154	1.090733590733590663e+00
155	1.090733590733590663e+00
156	1.032818532818532864e+00
157	9.555984555984555762e-01
158	9.555984555984555762e-01
159	9.459459459459459429e-01
160	8.204633204633204890e-01
161	8.011583011583011116e-01
162	8.011583011583011116e-01
163	7.239382239382239348e-01
164	7.046332046332046684e-01
165	7.046332046332046684e-01
166	7.046332046332046684e-01
167	5.405405405405405705e-01
168	5.405405405405405705e-01
169	5.115830115830115599e-01
170	5.115830115830115599e-01
171	4.729729729729729715e-01
172	4.729729729729729715e-01
173	4.729729729729729715e-01
174	4.729729729729729715e-01
175	4.729729729729729715e-01
176	4.729729729729729715e-01
177	3.861003861003861060e-01
178	3.474903474903475176e-01
179	3.281853281853281956e-01
180	3.281853281853281956e-01
181	3.281853281853281956e-01
182	3.281853281853281956e-01
183	3.281853281853281956e-01
184	3.281853281853281956e-01
185	3.088803088803088737e-01
186	3.088803088803088737e-01
187	3.088803088803088737e-01
188	3.088803088803088737e-01
189	3.088803088803088737e-01
190	3.088803088803088737e-01
191	3.088803088803088737e-01
192	3.088803088803088737e-01
193	3.088803088803088737e-01
194	3.088803088803088737e-01
195	3.088803088803088737e-01
196	3.088803088803088737e-01
197	3.088803088803088737e-01
198	3.088803088803088737e-01
199	2.702702702702702853e-01
200	1.351351351351351426e-01
201	1.254826254826254817e-01
202	9.652509652509652649e-02
203	6.756756756756757132e-02
204	6.756756756756757132e-02
205	6.756756756756757132e-02
206	6.756756756756757132e-02
207	6.756756756756757132e-02
208	6.756756756756757132e-02
209	6.756756756756757132e-02
210	5.791505791505791728e-02
211	5.791505791505791728e-02
212	5.791505791505791728e-02
213	0.000000000000000000e+00
214	0.000000000000000000e+00
215	0.000000000000000000e+00
216	0.000000000000000000e+00
217	0.000000000000000000e+00
218	0.000000000000000000e+00
219	0.000000000000000000e+00
220	0.000000000000000000e+00
221	0.000000000000000000e+00
222	0.000000000000000000e+00
223	0.000000000000000000e+00
224	0.000000000000000000e+00
225	0.000000000000000000e+00
226	0.000000000000000000e+00
227	0.000000000000000000e+00
228	0.000000000000000000e+00
229	0.000000000000000000e+00
230	0.000000000000000000e+00
231	0.000000000000000000e+00
232	0.000000000000000000e+00
233	0.000000000000000000e+00
234	0.000000000000000000e+00
235	0.000000000000000000e+00
236	0.000000000000000000e+00
237	0.000000000000000000e+00
238	0.000000000000000000e+00
239	0.000000000000000000e+00
240	0.000000000000000000e+00
241	0.000000000000000000e+00
242	0.000000000000000000e+00
243	0.000000000000000000e+00
244	0.000000000000000000e+00
245	0.000000000000000000e+00
246	0.000000000000000000e+00
247	0.000000000000000000e+00
248	0.000000000000000000e+00
249	0.000000000000000000e+00
250	0.000000000000000000e+00
251	0.000000000000000000e+00
252	0.000000000000000000e+00
253	0.000000000000000000e+00
254	0.000000000000000000e+00
255	0.000000000000000000e+00
256	0.000000000000000000e+00
257	0.000000000000000000e+00
258	0.000000000000000000e+00
259	0.000000000000000000e+00
260	0.000000000000000000e+00
261	0.000000000000000000e+00
262	0.000000000000000000e+00
263	0.000000000000000000e+00
264	0.000000000000000000e+00
265	0.000000000000000000e+00
